FAA Manufacturer,FAA Model,Remap,Type
"Gates Learjet Corp,Gates Learjet Corp.,Gates Lear Jet,Gates Lear Jet Corp.,Gates Learjet,Learjet Corp",28,LJ28,LJ28
"Gates Learjet Corp,Gates Learjet Corp.,Gates Lear Jet,Gates Lear Jet Corp.,Gates Learjet,Learjet Corp",29,LJ28,LJ28
"Gates Learjet Corp,Gates Learjet Corp.,Gates Lear Jet,Gates Lear Jet Corp.,Gates Learjet,Learjet Corp",31,LJ31,LJ31
"Gates Learjet Corp,Gates Learjet Corp.,Gates Lear Jet,Gates Lear Jet Corp.,Gates Learjet,Learjet Corp","35,35A",LJ35,LJ35
"Gates Learjet Corp,Gates Learjet Corp.,Gates Lear Jet,Gates Lear Jet Corp.,Gates Learjet,Learjet Corp","36,36A",LJ35,LJ35
"Gates Learjet Corp,Gates Learjet Corp.,Gates Lear Jet,Gates Lear Jet Corp.,Gates Learjet,Learjet Corp","55,55C,55B,55A",LJ55,LJ55
,,,LJ35
,,,LJ35
,,,LJ35
,,,LJ35
,,,LJ35
,,,LJ35
,,,LJ35
,,,GAVI
,,,GAVI
,,,G180
,,,G180
,,,Q1
,,,Q1
,,,Q1
,,,Q1
,,,Q1
,,,Q1
,,,Q1
General Atomics Aero Systems,UHK97000-15,Q9,Q9
,,,Q9
,,,Q9
,,,Q9
,,,Q9
,,,Q9
,,,Q9
,,,Q9
,,,ARON
,,,CNDR
,,,PICO
,,,PICO
,,,PICO
,,,PEGA
,,,CNDR
,,,PINO
,,,PINO
,,,ARON
,,,JSQA
,,,JSQA
,,,PEGA
,,,PICO
,,,PINO
,,,PINO
,,,F111
,,,F16
,,,F16
,,,F111
,,,F16
,,,F16
,,,F16
General Dynamics,F-16A,F16,F16
,,,F16
,,,F16
,,,F16
,,,F16
,,,F16X
,,,F111
,,,F16
,,,F16X
,,,F16
,,,F16
,,,F111
,,,F111
,,,F16
,,,TBM
,,,WCAT
,,,TBM
,,,WCAT
,,,M308
Giles,G200,G200,G200
"Giles,Akro Tech Aviation Inc","G202,GILES G-202",G202,G202
Giles,G222,G222,CP22
Giles,G300,G300,G300
,,,GA10
"Gippsaero Pty Ltd,Gippsland,Gippsaero","GA8 TC-320,GA-8,GA8",GA8,GA8
,,,GA8
,,,GA8
,,,GA20
,,,GA8
,,,GA20
*,"GLASTAR,SH-4 GlaStar,GLASTAR GS-1,GLASAIR III,GS-1 GLASTAR,1RG",GLST,GLST
*,"GS-2 SPORTSMAN,SPORTSMAN 2+2,SPORTSMAN GS-2,SPORTSMAN KIT,GLASTAR SPORTSMAN,SH2,GS2,SH-2R,S11,S11-2RG,SH-2TD,GLASAIR II SUPER FT,GLASAIR SH-2R,GSPORT,GLASAIR SUPER II S",GLST,GLST
*,"GLASAIR II-S RG,GLASAIR TG 633,GLASAIR SUPER IIS,GLASAIR SH2,GLASAIR S II FT,GLASAIR I,CLICK GLASAIR,GLASAIR SUPER IIS-TD,GLASAIR II SRG,GLASAIR RG,DOE-GLASAIR,GLASAIR SH-3R,ACKLAND GLSAIR,GLASAIR II S SH-2S,SH-2 ,GLASAIR II S-FTGLASAIR,SH-3R,GLASAIR SII-S FT,GLASAIR SUPER II RG,SH-3R,GLASAIR,GLASAIR II RG,GLASSAIR II RG",GLAS,GLAS
"Ams-flight D.o.o.,Ams-flight D O O,Elan/glaser Dirks,Glaser-dirks","DG 300 ELAN ACRO,DG-300 ELAN,DG40,DG-400",DG40,DG40
"Ams-flight D.o.o.,Ams-flight D O O,Glaser-dirks",DG-500 ELAN ORION,DG50,DG50
,,,DG60
,,,DG80
,,,SG70
,,,SG70
,,,SQ2T
,,,UH1
"Globe,Globe Aircraft Company","GC-1B,GC-1A",GC1,GC1
,,,GC1
,,,GAUN
,,,GLAD
,,,METR
,,,PRET
,,,GOTR
,,,GOTR
,,,AAT4
,,,VL3
,,,F30
,,,F30
,,,TBR3
,,,TBR3
,,,RF9
,,,CORS
,,,CORS
"GREAT LAKES,Great Lakes","2T-1A-2,2T-1A",G2T1,G2T1
,,,G2T1
,,,G2T1
,,,G2T1
,,,SRAI
,,,CAMP
,,,CAMP
,,,LION
,,,GRFN
,,,G800
,,,G800
,,,G800
,,,G15T
,,,G115
"Burkhart Grob Flugzeugbau,Burkhart Grob Luft-und,Burkhart Grob,Grob",EGRT,EGRT,EGRT
,,,EGRT
"Burkhart Grob Flugzeugbau,Burkhart Grob Luft-und,Burkhart Grob,Grob",G 103 TWIN II,G103,G103
"Burkhart Grob Flugzeugbau,Burkhart Grob Luft-und,Burkhart Grob,Grob",G109,G109,G109
,,,G109
,,,G109
,,,G115
,,,G115
,,,G115
"Burkhart Grob Flugzeugbau,Burkhart Grob Luft-und,Burkhart Grob,Grob",GROB G115C2,G115,G115
,,,G115
,,,G115
,,,G115
,,,G115
,,,G115
,,,G15T
,,,G120
,,,G120
,,,G140
,,,G160
,,,GSPN
,,,EGRT
,,,G850
,,,GF20
,,,G115
,,,G109
,,,G160
,,,G120
,,,GSPN
,,,EGRT
,,,G850
,,,G115
,,,G103
,,,G109
,,,G12T
,,,HAW3
,,,HAW3
,,,HW4P
,,,HW4T
,,,REV6
Groppo Avio,GROPPO TRAIL,TRAL,TRAL
,,,G70
,,,EAEA
,,,WHIS
,,,WHIS
,,,KTOO
,,,KTOO
,,,X29
,,,A6
,,,G159
,,,G164
"Grumman,Grumman American Avn. Corp.","HU 16A,HU 16E,HU-16,HU-16B,HU-16C,HU-16D",U16,U16
,,,V1
"Grumman,Grumman American Avn. Corp.","TBM-3E,TBM-3,TBM-3U",TBM,TBM
,,,BCAT
Grumman Aircraft Eng Corp,C-1A,G96,G96
"Grumman,Grumman American Avn. Corp.",C2,C2,C2
,,,GLF2
,,,E2
,,,E2
,,,E2
,,,B703
,,,A6
,,,F111
"Grumman,Grumman American Avn. Corp.",F3F-2,F3F,F3F
"Grumman,Grumman American Avn. Corp.","F4F-3,FM-2",WCAT,WCAT
"Grumman,Grumman American Avn. Corp.,Grumman A/c Eng Corp-nichols,Grumman Aircraft Engrg Corp,Grumman/pond","F6F,F6F-3,F6F-5",HCAT,HCAT
"Grumman,Grumman American Avn. Corp.,Grumman/pond,Grumman/skurich","F7F-3,F7F-3N,TIGERCAT F7F-3",TCAT,TCAT
"Grumman,Grumman American Avn. Corp.","F8F-1,F8F-1B,F8F-2",BCAT,BCAT
"Grumman,Grumman American Avn. Corp.,Grumman/wright","F9F,F9F-2,F9F-5",F9F,F9F
,,,F14
,,,F3F
"Grumman,Grumman American Avn. Corp.,Grumman/mckinnon Enterprises","G-21,G-21A,G21G",G21,G21
"Grumman,Grumman American Avn. Corp.",G-32A,F3F,F3F
,,,WCAT
,,,G21
,,,G21
,,,TBM
"Grumman,Grumman American Avn. Corp.","G-44,G-44A",G44,G44
,,,HCAT
,,,TCAT
"Grumman,Grumman American Avn. Corp.","G-58A,G58B",BCAT,BCAT
,,,U16
"Grumman,Grumman American Avn. Corp.",G-73,G73,G73
"Grumman,Grumman American Avn. Corp.",G-73T,G73T,G73T
,,,F9F
,,,S2P
,,,G96
Grumman Aircraft Eng Corp,G-111,U16,U16
,,,A6
,,,A6
,,,V1
"Grumman,Grumman American Avn. Corp.",G-159,G159,G159
"Grumman,Grumman American Avn. Corp.,Grumman Acft Eng Cor-schweizer,Grumman/schweizer","G-164,G-164A,G-164B,G164C,G-164C,G-164D",G164,G164
,,,G164
,,,G64T
"Grumman,Grumman American Avn. Corp.",G-1159,GLF2,GLF2
,,,GLF2
"Grumman,Grumman American Avn. Corp.",G1159B,GLF2,GLF2
,,,G21
,,,C2
,,,G159
,,,GLF2
,,,GLF2
,,,GLF2
,,,E2
,,,HCAT
,,,U16
,,,A6
"Grumman,Grumman American Avn. Corp.",J4F-2,G44,G44
,,,G21
,,,B703
,,,A6
,,,G73
,,,V1
"Grumman,Grumman American Avn. Corp.","OV-1/RV-1,OV-1A,OV-1B,OV-1C,OV-1D",V1,V1
,,,S2P
,,,F9F
,,,A6
,,,F111
,,,V1
"Grumman,Grumman American Avn. Corp.","S-2A,S-2B,S-2E,S2F,S2F-1,S2F-1 (TS-2A),S-2G,TS-2A",S2P,S2P
,,,S2T
,,,S2P
,,,U16
,,,G164
,,,TBM
,,,G159
,,,E2
"Grumman,Grumman American Avn. Corp.",TF-1(C-1A),G96,G96
,,,TCAT
,,,F14
,,,S2P
,,,G96
,,,G64T
,,,G73T
,,,S2T
"Grumman,Grumman American Avn. Corp.",U16,U16,U16
,,,G159
,,,GLF2
,,,G44
,,,WCAT
,,,X29
"Grumman American Avn. Corp.,Grumman Acft Eng Cor-schweizer,Gulfstream-schweizer A/c Corp,American Aviation,Grumman American Avn. Corp,Schweizer Aircraft Corp","AA-1C,AA-1A,AA-1B",AA1,AA1
Grumman American Avn./fisher,FISHER AA1B,AA1,AA1
,,,AA1
,,,AA1
"Grumman American Avn. Corp.,Grumman Acft Eng Cor-schweizer,Gulfstream-schweizer A/c Corp,American Aviation,Grumman American Avn. Corp,Schweizer Aircraft Corp","AA-5A,AA-5B,AA-5",AA5,AA5
,,,AA5
,,,AA5
,,,G164
,,,AA5
,,,GA7
"Grumman American Avn. Corp.,Grumman Acft Eng Cor-schweizer,Gulfstream-schweizer A/c Corp,American Aviation,Grumman American Avn. Corp,Schweizer Aircraft Corp","G-164A,GULFSTREAM AM G-164B,G-164B",G164,G164
"Grumman American Avn. Corp.,Grumman Acft Eng Cor-schweizer,Gulfstream-schweizer A/c Corp,American Aviation,Grumman American Avn. Corp,Schweizer Aircraft Corp","G-164,G-164B",G164,G164
,,,G64T
"Grumman American Avn. Corp.,Grumman Acft Eng Cor-schweizer,Gulfstream-schweizer A/c Corp,American Aviation,Grumman American Avn. Corp,Schweizer Aircraft Corp","G-1159,G-159",,GLF2
,,,GLF2
,,,GLF2
,,,GLF2
"Grumman American Avn. Corp.,Grumman Acft Eng Cor-schweizer,Gulfstream-schweizer A/c Corp,American Aviation,Grumman American Avn. Corp,Schweizer Aircraft Corp",GA-7,GA7,GA7
,,,GLF2
,,,GLF2
,,,GLF2
,,,GLF2
,,,AA1
,,,G164
,,,AA1
,,,AA5
,,,AA1
,,,AA1
,,,AA5
,,,G64T
,,,MD3R
,,,MD3R
,,,MD3R
,,,MD3R
,,,P27
,,,P27
,,,G1
,,,G2CA
"Guimbal,Helicopteres Guimbal","CABRI G2,G2CA",G2CA,G2CA
,,,MG19
,,,MG21
,,,JL9
,,,MG19
,,,MG21
,,,JL9
,,,JL9
,,,AC90
,,,AC90
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp",695,AC95,AC95
,,,AC95
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp",C-20A,GLF3,GLF3
,,,GLF3
,,,GLF3
,,,GLF3
,,,GLF3
,,,GLF4
,,,GLF4
,,,GLF4
,,,GLF5
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp","G-IV,GIV,G-IV (G400),GIV-X,GIV-X (G350),GLF4,GVIII-G800",GLF4,GLF4
,,,GLF4
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp",G-IV (G300),GLF4,GLF4
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp",G-IV (G350),GLF4,GLF4
,,,GLF4
,,,GLF4
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp",GIV-X (G450),GLF4,GLF4
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp","G-V,GLF5",GLF5,GLF5
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp","GV-SP (G550),GV-SP,GV-SP (G500)",GLF5,GLF5
,,,GLF5
,,,GLF5
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp","G-1159A,G-1159B,G1159B",GLF3,GLF3
,,,GLF3
,,,GLF5
,,,GLF5
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp","GLF3,G-III",GLF3,GLF3
,,,GLF4
,,,GLF4
,,,GLF5
,,,GLF5
,,,GLF4
,,,GLF4
,,,GLF4
,,,GLF4
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp",550,GLF5,GLF5
,,,GLF3
,,,GLF4
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp",840,AC90,AC90
,,,AC90
,,,AC95
,,,AC95
,,,GLF4
,,,GLF5
,,,GLF4
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp",GVI (G650ER),GLF4,GLF4
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp","GVI,GVI (G650),GLF6,G650,GVI(G650ER)",GLF6,GLF6
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp","GULFSTREAM 280,GULFSTREAM G280",G280,G280
,,,GLF5
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp","GULFSTREAM 100,G100",ASTR,ASTR
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp","GULFSTREAM 150,G150",G150,G150
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp",GULFSTREAM 200,GALX,GALX
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp",GULFSTREAM 250,G250,G250
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp",GA5C,GA5C,GA5C
,,,GA6C
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp",GVII-G500,GALX,GA5C
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp",GVII-G600,GALX,GA6C
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp",GVIII-G700,GA7C,GA7C
,,,GA7C
,,,GLF5
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp","690C,690D",AC90,AC90
,,,AC90
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp","695A,695B",AC95,AC95
,,,AC95
,,,AA1
,,,AA1
,,,AA5
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp","AA-5A,AG-5B",AA5,AA5
,,,G164
,,,AA5
,,,GA7
,,,G164
Gulfstream Schweizer A/c Corp,"GULFSTREAM AM G-164C,GULFSTREAM AM G-164D",G164,G164
,,,G64T
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp",G-1159,GLF2,GLF2
,,,GLF2
,,,GLF3
,,,GLF3
,,,GLF2
,,,GLF2
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp",GA-7,GA7,GA7
,,,GLF2
,,,GLF2
,,,GLF2
,,,GLF2
,,,GLF3
,,,GLF3
,,,AC90
,,,AC90
,,,AC95
,,,AC95
,,,AA1
,,,G164
,,,AA1
"Gulfstream Aerospace,Gulfstream Aerospace Corp,Gulfstream Am Corp Comm Div,Gulfstream Aerospace Lp,Gulfstream American Corp,Gulfstream,Gulfstream American Corp.,Gulfstream American,Gulfstream American Corp.,Gulfstream Aerospace Lp",AA-5B,AA5,AA5
,,,G64T
,,,SC01
,,,SC01
,,,SPST
,,,BU81
,,,BU81
,,,CP30
,,,CP30
,,,HLD4
*,WH4 HARPOON,WH4,WH4
,,,WH4
,,,WH4
,,,AFOX
,,,SAFF
,,,BE18
,,,T28
,,,T28
,,,B18T
,,,B18T
,,,JS1
,,,JS20
,,,JS1
,,,JS20
,,,JS20
,,,JS20
,,,SF2
,,,SF2
,,,IL28
,,,AS65
,,,AS65
,,,AS65
,,,Y12
Harbin,EC20,,EC20
,,,IL28
,,,IL28
,,,SH5
,,,SH5
,,,AS65
,,,MI4
,,,Y11
,,,MI4
,,,MI4
,,,AS65
,,,E145
Harbin,E145,E145,E145
,,,Y12
,,,Y12
,,,Y12
,,,Y12
,,,Y12F
Harbin,E35L,E35L,E35L
,,,E35L
,,,Y12F
,,,MRAM
,,,MRAM
*,"HARMON ROCKET II,ROCKETT II,FREDERICK ROCKET II,SCOTT ROCKET,HROC,HARMON ROCKET",HROC,HROC
,,,LS2
*,HATZ CLASSIC,CB1,CB1
*,"HATZ CB1,HATZ CB-1",CB1,CB1
,,,CYGT
,,,CYGT
Hawker,FURY,FURY,FURY
,,,HIND
"Hawker,Hawker Aircraft Factory,Hawker Aircraft Ltd,Hawker Hunter,Hawker Siddeley,Hawker-siddeley","HUNTER T MK 7,HAWKER HNTR FMK 58,HAWKER HUNTER MK 58A,HAWKER HUNTER FGA 9,HAWKER HUNTER MK.58,HUNTER MK.68,MK 51,HAWKER HUNTER MK 58,HUNTER MK.58,HUNTER T 75,HUNTER MK 58A",HUNT,HUNT
"Hawker Siddeley,Canadian Car & Foundry","HURRICANE MKIIB,HURRICANE MKXII",,HURI
"Hawker,Hawker Aircraft Ltd,Hawker Siddeley","MK 11 SEA FURY,SEA FURY FB11,SEA FURY F B II,MK 10 SEA FURY",FURY,FURY
,,,SHAW
,,,HURI
"Hawker Beechcraft Corp,Cessna",G58,BE58,BE58
,,,BE9L
,,,BE20
"Hawker Beechcraft Corp,Cessna","B300,B300C",B350,B350
Hawker Beechcraft Corp,390,PRM1,PRM1
Hawker Beechcraft Corp,HAWKER 4000,,HA4T
,,,BE58
Hawker Beechcraft Corp,"750,HAWKER 750",H25B,H25B
Hawker Beechcraft Corp,"850,HAWKER 850XP",H25B,H25B
Hawker Beechcraft Corp,HAWKER 900XP,H25B,H25B
Hawker Beechcraft Corp,4000,HA4T,HA4T
Hawker Beechcraft Corp,"90,C90,C90GT,C90GTI",BE9L,BE9L
"Hawker Beechcraft Corp,Cessna","B200GT,B200,B200CGT",BE20,BE20
Hawker Beechcraft Corp,350,B350,B350
,,,PRM1
*,SNJ-4,TEX2,TEX2
,,,TEX2
Hawker Beechcraft Corp,"800,HAWKER 800XP",H25B,H25B
,,,PRM1
Hawker Beechcraft Corp,200200GT,PRM1,PRM1
,,,B350
Hawker Beechcraft Corp,300,B350,B350
Hawker Beechcraft Corp,G36,BE36,BE36
,,,BE36
,,,TEX2
,,,TEX2
,,,TEX2
*,"400A,BE4A,BE4X",BE40,BE40
,,,BE4W
,,,BE4W
,,,BE4W
,,,BE4W
,,,B350
,,,H60
,,,PC9
,,,H60
,,,A748
,,,HAR
,,,BUC
,,,A748
,,,DOVE
,,,HERN
,,,H25A
,,,DOVE
,,,H25A
,,,H25A
,,,GNAT
,,,HAR
,,,HAWK
,,,HERN
Hawker Siddeley,DH.125-1A/522,H25A,H25A
,,,H25A
Hawker Siddeley,"DH.125-3A/RA,HS 125-3A",H25A,H25A
Hawker Siddeley,"BH.125-400A,DH.125-400A,HS-125 SERIES F-400",H25A,H25A
Hawker Siddeley,HS-125-600A,H25A,H25A
Hawker Siddeley,HS.125 SERIES 700A,H25B,H25B
,,,A748
,,,A748
,,,A748
,,,HAR
,,,H25A
,,,H25A
,,,H202
,,,HB23
,,,HB23
,,,H202
,,,HB23
,,,HB23
,,,H207
,,,HB23
,,,HB23
,,,H204
,,,H207
,,,HB23
,,,HB23
,,,H204
,,,H111
,,,CH20
,,,CH20
,,,CH7
,,,CH7
,,,AS65
,,,AS65
,,,AS55
,,,AS65
,,,AS50
Helibras,AS55,AS55,AS55
,,,LAMA
,,,AS50
,,,LAMA
,,,AS50
,,,AS55
,,,AS65
,,,AS65
,,,AS50
,,,AS55
,,,AS55
,,,AS50
,,,COMU
,,,COMU
,,,STLN
,,,COUR
,,,COUR
,,,COUR
Helio,"H-295,HT-295",COUR,COUR
Helio,H-391B,COUR,COUR
,,,COUR
,,,COUR
,,,COUR
,,,TCOU
,,,COUR
,,,COUR
,,,STLN
,,,COUR
,,,STLN
,,,COUR
,,,COUR
,,,TCOU
,,,TCOU
,,,COUR
,,,BU81
,,,S61
,,,S61
,,,A139
,,,HX2
,,,HX2
,,,RF5
,,,RF5
,,,J3
,,,A140
,,,A140
,,,BE33
,,,PC7
,,,S278
,,,S278
,,,S285
,,,S285
,,,HF20
,,,HF20
,,,SHOR
,,,ARV1
,,,RMOU
,,,RMOU
,,,FH11
"Hiller,Rogerson Hiller","H-23A,H-23B,H-23D",UH12,UH12
,,,UH12
"Hiller,Rogerson Hiller","OH-23C,OH-23D,OH-23F,OH-23G",UH12,UH12
,,,UH12
"Hiller,Rogerson Hiller","UH-12,UH-12A,UH-12B,UH-12C,UH-12D,UH12",UH12,UH12
"Hiller,Rogerson Hiller",UH-12C,UH12,UH12
"Hiller,Rogerson Hiller","UH-12E,UH-12E-L,UH-12E4",UH12,UH12
,,,UH12
,,,H12T
,,,UH12
,,,H12T
,,,UH12
,,,H12T
,,,UH12
,,,UH12
,,,UH12
"Hiller,Rogerson Hiller",UH-12L4,UH12,UH12
,,,D228
,,,A748
,,,ALH
,,,MG23
,,,HA31
,,,LAMA
,,,LAMA
,,,ALO3
,,,ALO3
,,,HT32
,,,ALH
,,,HA31
,,,HT16
,,,HT36
,,,HT32
,,,HT2
,,,HT34
,,,AR11
,,,JAGR
,,,HT16
,,,LAMA
,,,MG21
,,,MG23
,,,AR11
,,,LAMA
,,,LAMA
,,,LAMA
,,,ALO3
,,,ALO3
,,,ALO3
,,,JAGR
,,,HT36
,,,SU27
,,,HAWK
,,,LCA
,,,LCA
,,,LCH
,,,HI27
,,,HI27
,,,S223
,,,ME09
,,,S223
,,,SATA
,,,SATA
,,,ME09
,,,SATA
,,,SATA
,,,HPZL
,,,HRYA
,,,PULS
Hoac,DV20,DV20,DV20
,,,DIMO
,,,DV20
,,,DIMO
,,,DIMO
Hoffmann,HK 36R SUPER DIMONA,DIMO,DIMO
,,,H40
,,,PGEE
,,,HA2
,,,HA2
"Honda Aircraft Co Llc,Honda Aircraft Co Inc,Honda,Honda Aircraft Company Llc",HA-420,HDJT,HDJT
"Honda Aircraft Co Llc,Honda Aircraft Co Inc,Honda,Honda Aircraft Company Llc",HDJT,HDJT,HDJT
,,,MH02
Jiangxi Hongdu Av Ind Co Ltd,A-5,Q5,Q5
Jiangxi Hongdu Av Ind Co Ltd,BT-6,CJ6,CJ6
Jiangxi Hongdu Av Ind Co Ltd,CJ-6,CJ6,CJ6
,,,K8
,,,K8
Jiangxi Hongdu Av Ind Co Ltd,N-5,N5,N5
Jiangxi Hongdu Av Ind Co Ltd,Q-5,Q5,Q5
Jiangxi Hongdu Av Ind Co Ltd,JL-8,K8,K8
,,,L15
,,,L15
,,,MD60
,,,BBIR
Howard Aircraft,DGA-15P,DG15,DG15
,,,DG15
,,,DG15
,,,DG15
,,,L18
,,,L18
,,,L37
,,,LWIN
,,,LWIN
,,,LWIN
,,,LWIN
,,,LW20
,,,PRPR
,,,PRPR
,,,PRBR
,,,PRBP
,,,LW40
,,,TT62
,,,TT62
,,,M1SC
,,,M1SC
"Hughes,Hughes Helicopters Inc","269A,269,269C,269B",H269,H269
"Hughes,Hughes Helicopters Inc",280,H269,H269
"Hughes,Hughes Helicopters Inc",300,H269,H269
