FAA Manufacturer,FAA Model,Remap,Type
"Sikorsky,Sikorsky Aircraft Corp","S-61NM,UH-3H",S61,S61
,,,S55P
,,,S58P
,,,H60
,,,S76
"Sikorsky,Sikorsky Aircraft Corp",EH-60A,H60,H60
,,,H60
"Sikorsky,Sikorsky Aircraft Corp",R-4B,R4,R4
"Sikorsky,Sikorsky Aircraft Corp",H-5,S51,S51
"Sikorsky,Sikorsky Aircraft Corp","H-19,H-19D",S55P,S55P
"Sikorsky,Sikorsky Aircraft Corp",,,S55P
,,,S76
,,,S92
"Sikorsky,Sikorsky Aircraft Corp","HH-3,HH-3A",S61R,S61R
,,,S61R
"Sikorsky,Sikorsky Aircraft Corp",HH-19,S55P,S55P
,,,S58P
"Sikorsky,Sikorsky Aircraft Corp",HH-52A,S62,S62
"Sikorsky,Sikorsky Aircraft Corp",HH-53,H53,H53
,,,H60
,,,H60
,,,H60
,,,H60
,,,S51
,,,S55P
,,,S52
,,,R4
,,,S55P
,,,S58P
,,,S61
,,,S58P
,,,H60
,,,H60
"Sikorsky,Sikorsky Aircraft Corp","S-58C,H-34J",S58P,S58P
"Sikorsky,Sikorsky Aircraft Corp",S-58D,S58P,S58P
"Sikorsky,Sikorsky Aircraft Corp",S-58DT,S58T,S58T
"Sikorsky,Sikorsky Aircraft Corp",S-58ET,S58T,S58T
"Sikorsky,Sikorsky Aircraft Corp",S-58T,S58T,S58T
"Sikorsky,Sikorsky Aircraft Corp",S-61A,S61,S61
,,,S61
"Sikorsky,Sikorsky Aircraft Corp",S-61B,S61,S61
"Sikorsky,Sikorsky Aircraft Corp",S-61D,S61,S61
"Sikorsky,Sikorsky Aircraft Corp",S-61L,S61,S61
"Sikorsky,Sikorsky Aircraft Corp","S-61N,S61V-1",S61,S61
"Sikorsky,Sikorsky Aircraft Corp",S-61R,S61R,S61R
"Sikorsky,Sikorsky Aircraft Corp",S-62,S62,S62
"Sikorsky,Sikorsky Aircraft Corp","S-64E,S-64F,S-64A,S-64B,S-64C,S-64D,S64",S64,S64
"Sikorsky,Sikorsky Aircraft Corp",S-65,H53,H53
,,,H53
"Sikorsky,Sikorsky Aircraft Corp","S-70,S70A-27,S-70A,S-70A-42,S-70C,S-70M",H60,H60
,,,H60
,,,H60
"Sikorsky,Sikorsky Aircraft Corp",S-70I,H60,H60
,,,H60
,,,H60
"Sikorsky,Sikorsky Aircraft Corp","S-76C,S-76B,S-76A,S-76D,S-76,S-76C-2",S76,S76
,,,S76
"Sikorsky,Sikorsky Aircraft Corp",S-80,H53S,H53S
"Sikorsky,Sikorsky Aircraft Corp","S-92,S-92A,S-97A,S92",S92,S92
,,,H53S
"Sikorsky,Sikorsky Aircraft Corp",H3,S61,S61
,,,H53
,,,S58P
,,,S62
,,,H60
,,,S58P
Croman Corp,"SH-3H,SH-3A",S61,S61
,,,S58P
,,,H60
,,,H60
,,,S64
,,,S76
,,,H60
,,,H60
,,,H53S
,,,S64
"Sikorsky,Sikorsky Aircraft Corp",TH-53,H53,H53
,,,H60
,,,S61
"Sikorsky,Sikorsky Aircraft Corp","UH-19B,UH-19B,UH-19D",S55P,S55P
,,,S55P
"Sikorsky,Sikorsky Aircraft Corp",UH-34D,S58P,S58P
*,UH-60A,H60,H60
"Sikorsky,Sikorsky Aircraft Corp","UH-60,UH-60M",H60,H60
,,,H60
,,,S61
,,,H53
,,,H60
,,,H60
,,,H60
,,,H53
,,,TWST
,,,SILH
,,,SILH
Silvaire,"LUSCOMBE 8A,LUSCOMBE 8F",L8,L8
,,,L8
,,,SH4
,,,HAHU
,,,HAHU
,,,A4
,,,AS32
,,,S211
,,,AS32
,,,A4
,,,A4
Sino Swearingen Acft Corp,SJ30-2,SJ30,SJ30
,,,S200
,,,S200
Sipa,S900,S900,S900
,,,S900
,,,S900
,,,S900
,,,MJ2
,,,MJ2
,,,SF2
,,,SF2
,,,CORR
,,,CORR
,,,RAID
,,,FRNT
,,,ARV1
,,,ARV1
,,,SD26
,,,SK10
,,,SK10
,,,FOX
,,,FOX
,,,FOX
,,,FOX
,,,SCOM
,,,SALB
,,,S122
,,,S122
,,,SKYO
"Skystar Acft Co,Skystar Aircraft Cor","KITFOX IV,KITFOX III,KITFOX MODEL 4-1200,KITFOX CLASSIC IV",FOX,FOX
*,"KITFOX SERIES 5,VIXEN",VIX,VIX
"Skystar Acft Co,Skystar Aircraft Cor","KITFOX SERIES 6,SERIES 6",VIX,VIX
,,,PULS
,,,SW18
,,,SW18
,,,STOR
,,,STOR
,,,SLK3
,,,SLK5
,,,RF6
,,,NIPR
,,,RF6
,,,NIPR
,,,RF6
,,,DFLY
,,,GSIS
*,REVELATION,GSIS,GSIS
,,,SCEP
,,,SBLS
,,,SQES
,,,GSIS
,,,PETR
,,,MD3
,,,MD3
,,,MD3
,,,MD3
,,,DSA1
*,MINI PLANE,DSA1,DSA1
,,,TERM
,,,SACR
Smith Aviation,"PA 18 WB,L21",PA18,PA18
,,,P18T
,,,PA18
Smith Aviation,P18T,P18T,P18T
*,SIDEWINDER,SIDE,SIDE
,,,SIDE
,,,SNAD
,,,SNAD
Snow,600-S2C,SS2P,SS2P
,,,CP30
,,,CP30
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",DIPLOMATE,ST10,ST10
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",EPSILON,TB30,TB30
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",EPSILON 2,MS30,MS30
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",GABIER,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",GAILLARD,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",GALÉRIEN,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",GALOPIN,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",GARNEMENT,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",GAUCHO,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",GUERRIER,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",GY-80 HORIZON,GY80,GY80
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",HORIZON,GY80,GY80
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",MS-200FG MORANE,MS18,MS18
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",MS-200RG MORANE,MS25,MS25
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",MS-300 EPSILON 2,MS30,MS30
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",MS-880 RALLYE 100,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",MS-880 RALLYE CLUB,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",MS-883 RALLYE 115,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",MS-884 RALLYE MINERVA,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",MS-887 RALLYE 125,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",MS-892 RALLYE 150,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",MS-892 RALLYE COMMODORE,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",MS-893 GAILLARD,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",MS-893 RALLYE COMMODORE,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.","MS-894 MINERVA,MS894A",RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",OMEGA,TB31,TB31
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",PROVENCE,ST10,ST10
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.","RALLYE 100,RALL",RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",RALLYE 115,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",RALLYE 125,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",RALLYE 150,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",RALLYE 235,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",RALLYE CLUB,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",RALLYE COMMODORE,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",RALLYE MINERVA,RALL,RALL
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",ST-10 DIPLOMATE,ST10,ST10
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",ST-10 PROVENCE,ST10,ST10
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",ST-10 SUPER HORIZON,ST10,ST10
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",SUPER HORIZON,ST10,ST10
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",TAMPICO,TAMP,TAMP
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",TANGARA,GA7,GA7
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.","TB-9 TAMPICO,TAMPICO TB 9C",TAMP,TAMP
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.","TB-10 TOBAGO,TB 9 TAMPICO,TB 10",TOBA,TOBA
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.","TB-20 TRINIDAD,TB20",TB20,TB20
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",TB-20 PASHOSH,TB20,TB20
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.","TB-30 EPSILON,TB 30 EPSILON",TB30,TB30
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",TB-31 OMEGA,TB31,TB31
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.","TB-200 TOBAGO,TB200",TOBA,TOBA
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",TB-360 TANGARA,GA7,GA7
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.","TBM-850,TBM8",TBM8,TBM8
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",TOBAGO,TOBA,TOBA
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",TRINIDAD,TB20,TB20
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",PASHOSH,TB20,TB20
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.","TBM-930,TBM9",TBM9,TBM9
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",TBM-900,TBM9,TBM9
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",TB21,TB20,TB21
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",TRINIDAD TC,TB20,TB21
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.","TBM-700,TBM-700A,TBM 700,TBM7",TBM7,TBM7
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.","TBM-700B,TBM 700B",TBM7,TBM7
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.","TBM-700C,TBM-700 C2",TBM7,TBM7
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.","TBM-700N (TBM-850),TBM700N,TBM 700 (SERIES N)",TBM8,TBM8
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",TBM-700N (TBM-900),TBM9,TBM9
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",TBM-700N (TBM-930),TBM9,TBM9
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",TBM-910,TBM9,TBM9
"Socata,Eads Socata,Tbm,S.o.c.a.t.a.",TBM-700N (TBM-910),TBM9,TBM9
,,,JAST
,,,KRAG
,,,G2GL
,,,G4SG
,,,JAST
,,,KRAG
,,,GAZL
,,,JAST
,,,GAZL
,,,GAZL
,,,G4SG
,,,JAST
,,,JAST
,,,SOK2
,,,G2GL
,,,G4SG
,,,G2GL
,,,GAZL
,,,GAZL
,,,GAZL
,,,GAZL
,,,JAST
,,,JAST
,,,KRAG
,,,JAST
,,,YURO
,,,YURO
,,,YURO
,,,SOL1
,,,SOL2
,,,C08T
,,,C08T
,,,B47T
,,,C08T
,,,H12T
,,,C08T
,,,C06T
,,,C07T
,,,SLG2
,,,SLG2
"Sonex Aircraft Llc,Sonex Ltd,Sonex,Sonex Ltd/monnett John T Jr,Sonex Pfd Llc,Stransky James","SONEX,SONEX B",SONX,SONX
"Sonex Aircraft Llc,Sonex Ltd","WAIEX,WAIEX B,WAIEX-B",WAIX,WAIX
"Sonex Aircraft Llc,Sonex Limited",XENOS,XNOS,XNOS
Sonex Aircraft Llc,ONEX,ONEX,ONEX
Sonex Aircraft Llc,"JSX SUBSONEX,JSX-2,SUBSONEX JSX-2",JSX,JSX
*,SUB SONEX,JSX,JSX
,,,SPUP
,,,SPUP
,,,CAML
,,,CAML
,,,STRI
,,,SNS9
,,,SNS2
,,,SNS7
*,SORRELL SNS-7,SNS7,SNS2
*,HIPERBIPE SNS-7,SNS7,SNS7
*,SNS-9,SNS9,SNS9
,,,SP7
,,,SP7
,,,SP7
,,,SPC2
,,,SP33
,,,SP33
,,,ST1
,,,ST1
,,,S12
,,,ACJR
,,,S12
,,,DAL1
,,,DAL1
,,,SCII
,,,SRAC
,,,SF25
,,,SF31
,,,RF4
,,,RF5
,,,RF5
,,,RS18
,,,SF25
,,,SF31
,,,RF5
,,,RS18
,,,LK17
,,,LK19
,,,LK20
,,,S107
,,,WS22
,,,WS22
,,,SA6E
,,,SA6E
,,,BU31
,,,BU31
*,PIETENPOL AERIEL,PARL,PARL
*,"PIETENPOL AIR CAMPER,PIETENPOL",CAMP,CAMP
,,,STRI
,,,C185
,,,SV4
,,,SL1
,,,SL1
,,,AS80
,,,AS80
*,FIRE BOLT,FIBO,FIBO
,,,CP30
,,,D31
,,,CP30
,,,D31
,,,SPA2
,,,SK70
,,,T211
,,,STFF
,,,CE27
,,,CE27
,,,ST30
,,,ST60
"Boeing,Stearman","A75L300,B75N1,E75N1,A75L3,E75,ST75",,ST75
,,,ST75
,,,ST75
,,,ST75
,,,ST3
,,,ST4
,,,ST4
,,,ST4
,,,ST4
,,,ST4
,,,ST6
,,,ST6
,,,ST6
*,"STEEN SKYBOLT,SKYBOLT,SKYBOLT 2 PC",BOLT,BOLT
,,,S10S
"Stemme Gmbh & Co,Stemme Ag,Stemme Gmbh & Co Kg","S10-VT,S10-V",S10S,S10S
,,,S10S
"Stemme Gmbh & Co,Stemme Ag,Stemme Gmbh & Co Kg","S 12,STEMME S 12",S10S,S12S
,,,S12S
,,,S15S
,,,S15U
,,,S15U
,,,S6
,,,AKRO
,,,ST87
,,,ST87
,,,SM01
,,,SM01
,,,S51D
,,,FOOF
,,,HEAD
,,,HEAD
,,,FOOF
,,,HEAD
Stinson,"10,10A,S10",S10,S10
,,,S10
Stinson,"108-3,108-1,108-2,108,108-5,S108",S108,S108
,,,S108
Stinson,A,,TRMA
"Stinson,Stinson/shacklette",AT-19,RELI,RELI
Stinson,HW75,S10,S10
,,,S10
"Stinson,Stinson/nightingale,Stinson/wilbur,Stinson-vultee/hahn/baxter","L-5B,L-5,L-5C,L-5E,L-5E-1,L-5G,L-5",L5,L5
Stinson,OY-2,L5,L5
,,,RELI
,,,L5
,,,SM60
,,,RELI
,,,S108
,,,SM60
,,,TRMA
Stinson,"SM-6000-B,SM-7A,SM-7B,AM-8A",SM60,SM60
,,,L5
,,,L5
"Stinson,Stinson Aircraft Corp,Stinson-vultee/hahn/baxter,Mike Skoczen","VULTEE V-77,SR-10C,SR-10E,SR-10F,SR-10G,SR-10J,SR-10J3,SR-5,SR-5A,SR-5B,SR-5E,SR-6,SR-6B,SR-7B,SR-7C,SR-8A,SR-8B,SR-8C,SR-8D,SR-8E,SR-9,SR-9B,SR-9C,SR-9E,SR-9E M,SR-9F,SR9FM",RELI,RELI
Stinson,L-9B,S10,S10
Universal Stinson,"108-1,108-3",S108,S108
,,,SA6
"Stits,Stits Playboy",SA3B,SA3,SA3
,,,SA11
"Stits,Stits Playboy","SA3A,SA3",SA3,SA3
,,,SA6
,,,SA7
,,,SA11
,,,SA7
*,"W-3,GLASAIR 1-TD,GLASAIR SH-2,GLAS,SH2RG,SHA-GLASAIR",GLAS,GLAS
*,GLST,GLST,GLST
,,,GLST
,,,GLTU
,,,SA70
,,,SA75
*,STARDUSTER SA-100,SA10,SA10
,STARDUSTER SA-300,SA30,SA30
,,,SA50
,,,SA70
*,"SA 750,ACRODUSTER SA 750",SA75,SA75
,,,SA10
,,,SA30
,,,SA50
,,,SDUS
,,,STOR
,,,STOR
,,,STOR
,,,STOR
,,,SGRA
,,,STRM
*,ULTIMATE 10-200,UL10,UL10
,,,UL10
,,,UL20
,,,UL20
,,,UL10
,,,UL10
,,,STRA
,,,STRA
,,,STR2
,,,ALO2
,,,ALO3
,,,FOUG
,,,DJIN
Sud,T28,T28,T28
,,,GAZL
,,,GY80
,,,GY80
,,,LAMA
,,,FOUG
,,,PUMA
,,,S58P
,,,LAMA
,,,ALO3
Eurocopter France,SA 318 C ALOUETTE,ALO2,ALO2
,,,ALO3
,,,FREL
Eurocopter France,SA330J PUMA,ALO2,ALO2
,,,GAZL
Eurocopter France,SA342J,ALO2,ALO2
,,,ALO2
,,,ALO2
,,,ALO2
,,,ALO3
,,,DJIN
,,,VAUT
,,,FREL
,,,T28
,,,VAUT
,,,ALO2
,,,ALO2
,,,DJIN
,,,DJIN
,,,FOUG
,,,FOUG
,,,S37
,,,SU27
,,,SU27
,,,S37
,,,SU25
,,,SU7
,,,SU15
,,,SU17
,,,SU17
,,,SU17
,,,SU24
,,,SU25
,,,SU25
Sukhoi,"SU-26MX,SU-26",SU26,SU26
,,,SU27
,,,SU25
,,,SU29
,,,SU27
,,,SU31
,,,SU27
,,,SU27
,,,SU27
,,,SU27
,,,SU27
,,,SU38
,,,SU25
,,,S37
,,,SU80
Sukhoi,SU95,SU95,SU95
,,,T50S
Summit,"C337,T337G",C337,C337
,,,C337
,,,T18
,,,APUP
,,,PA18
,,,PA18
,,,CHIP
,,,SPIT
,,,SPIT
,,,SWIF
,,,SASP
,,,SASP
Swearingen,BE65,BE65,BE65
,,,BE80
,,,BE50
,,,SW2
,,,SW3
,,,SW4
,,,SW4
,,,SW2
,,,SW4
Swearingen,"SA-226T,SA227-TT",SW3,SW3
Swearingen,"SA226-T(B),SW3",SW3,SW3
Swearingen,"SA226TC,SW4",SW4,SW4
,,,SJ30
*,"SWEARINGEN SX-300,SWEARINGEN SX300",SX30,SX30
Swearingen,BE9L,BE9L,BE9L
,,,TAYB
,,,SYMP
,,,SYMP
Synairgie,SKRA,SKRA,SKRA
,,,SZ9M
,,,SZ45
,,,SZ9M
,,,SZ45
,,,CORO
,,,AS32
,,,CN35
,,,CN35
Tai,F16,F16,F16
,,,F260
,,,ZIU
,,,A129
,,,AS32
,,,CN35
,,,F16
,,,HURK
,,,KT1
,,,ANKA
,,,DUB2
,,,DUB2
,,,TD1
,,,TD3
,,,TD3
,,,TJET
,,,COMU
,,,COMU
,,,VTOR
,,,NAL2
,,,NAL2
,,,P68
,,,P68
,,,P68
,,,T211
,,,VTOR
,,,LEVI
,,,PEGZ
,,,E2CB
Piper,F-2,J2,J2
"Piper,Piper/michmerhuizen P J,Taylor",E-2,E2CB,E2CB
Piper,J-2,J2,J2
,,,COOT
,,,MIMP
,,,COOT
,,,BIRD
,,,BIRD
,,,BIRD
,,,JT2
,,,JT2
,,,TF21
"Taylorcraft,Taylorcraft Aviation Corp,Taylorcraft Corp,Taylor-young",TAYA,TAYA,TAYA
"Taylorcraft,Taylorcraft Aviation Corp,Taylorcraft Corp","BC12-D,BC-65",TAYB,TAYB
,,,TAYB
"Taylorcraft,Taylorcraft Aviation Corp,Taylorcraft Corp",BL-65,TAYB,TAYB
,,,TA15
,,,TA15
"Taylorcraft,Taylorcraft Aviation Corp,Taylorcraft Corp",F19,TF19,TF19
,,,TA20
,,,TA20
,,,TA20
,,,TA20
,,,TAYA
,,,TAYB
,,,TAYB
,,,TAYB
,,,TAYB
,,,TAYB
,,,TAYB
,,,TAYB
,,,TAYB
,,,TF22
"Taylorcraft,Taylorcraft Aviation Corp,Taylorcraft Corp",DC-65,TAYD,TAYD
,,,TAYD
,,,TAYD
,,,TAYD
"Taylorcraft,Taylorcraft Aviation Corp,Taylorcraft Corp",F19,TF19,TF19
"Taylorcraft,Taylorcraft Aviation Corp,Taylorcraft Corp",F21B,TF21,TF21
"Taylorcraft,Taylorcraft Aviation Corp,Taylorcraft Corp",F-21A,TF22,TF22
,,,TF22
,,,TF22
,,,TF22
,,,TF22
,,,TA15
,,,TAYD
,,,TAYD
,,,TA20
,,,TF22
,,,TA20
,,,TAYB
,,,TF19
,,,TA20
,,,TA15
,,,TF22
,,,TAYB
,,,TF22
,,,TF22
,,,TAYB
,,,TA20
,,,PLUS
,,,AUS3
,,,AUS4
,,,AUS5
,,,AUS5
,,,AUS6
,,,J1
,,,AUS3
,,,AUS4
,,,AUS5
,,,J1
,,,AUS6
,,,PLUS
,,,PLUS
Tbm,TBM7,TBM7,TBM7
,,,TBM7
,,,TEAL
,,,TEAL
"Team Rocket Lp,Team Inc","F1 ROCKET,F1 EVO,ROCKET F-1,F1",HROC,TRF1
,,,FOXT
*,TANGO 2,TAGO,TAGO
,,,TR20
,,,SM92
,,,SP91
,,,SM92
,,,SG92
,,,Y18T
,,,SM20
,,,Y18T
,,,SG92
,,,SP55
,,,SP91
,,,SP95
,,,SG92
,,,RYSA
,,,TFK2
,,,TFK2
"Tecnam,Costruzioni Aeronautiche Tecna",BRAV,BRAV,BRAV
,,,ECHO
,,,GOLF
,,,ECHO
,,,ECHO
"Tecnam,Costruzioni Aeronautiche Tecna",P-96,GOLF,GOLF
"Tecnam,Costruzioni Aeronautiche Tecna","P2002 SIERRA,SIRA",SIRA,SIRA
"Tecnam,Costruzioni Aeronautiche Tecna","P-2004,P2004 BRAVO",BRAV,BRAV
,,,ECHO
,,,SIRA
"Tecnam,Costruzioni Aeronautiche Tecna",ASTORE,ASTO,ASTO
"Tecnam,Costruzioni Aeronautiche Tecna","P-2010,P2010",TWEN,TWEN
,,,TWEN
"Tecnam,Costruzioni Aeronautiche Tecna","P-2012,P2012 TRAVELLER",P212,P212
,,,P212
,,,SNAP
,,,SNAP
,,,SNAP
"Tecnam,Costruzioni Aeronautiche Tecna",P-2002,SIRA,SIRA
"Tecnam,Costruzioni Aeronautiche Tecna",P2006T,P06T,P06T
"Tecnam,Costruzioni Aeronautiche Tecna","P-2008,P2008",P208,P208
"Tecnam,Costruzioni Aeronautiche Tecna","P-92,P92 EAGLET",ECHO,ECHO
,,,ECHO
Skystar Acft Co,"AEROSTAR 601,AEROSTAR 601P",AEST,AEST
"Temco,Texas Engineering and Manufacturing Company",L8,L8,L8
,,,L11
,,,T35
,,,TNAV
"Temco,Texas Engineering and Manufacturing Company,Universal","GC-1B,GLOBE GC-1B",GC1,GC1
,,,L11
,,,L8
,,,GC1
,,,T35
,,,T35
,,,TNAV
,,,BD4
,,,SS2T
,,,TSTN
,,,T30
,,,STIL
,,,STIL
,,,T30
,,,TS14
,,,TS14
,,,COLT
,,,COLT
,,,F3F
,,,F3F
,,,F3F
,,,M74
,,,M74
,,,J3
"Texas Sport Aircraft,Texas Sport","TX11C,PA11",PA11,PA11
,,,J3
,,,PA11
,,,E530
,,,E530
,,,CX5
,,,T19
,,,T19
,,,T19
,T19,,T19
*,"T-18,THORP T-18,ADAMS/THORPE T-18,T18",T18,T18
*,T-211,T211,T211
*,TIGER,T18,T18
,,,A660
,,SS2T,SS2T
,,,SS2T
*,S2R-T660,SS2T,SS2T
,,,SS2T
,,,SS2T
,,,A660
"Thrush Aircraft Inc,Thrush","S2RHG-T34,S2R-T34,S2R-G10",SS2T,SS2T
"Thrush Aircraft Inc,Thrush",SS2P,SS2P,SS2P
,,,SS2T
,,,SS2P
,,,TP40
,,,TFOC
,,,TSPT
,,,TA16
,,,TA16
,,,TA16
,,,TEAL
,,,TA16
,,,TEAL
"Tiger,Tiger Aircraft Llc","AA5,AG-5B",AA5,AA5
,,,AA5
,,,TWSP
,,,TIPB
,,,TIPB
,,,TIPB
,,,TIJU
Tipsy,NIPR,NIPR,NIPR
,,,NIPR
,,,TIPB
,,,T51
Titan Aircraft,T-51 MUSTANG,T51,T51
*,"TORNADO II,TORNADO",TRDO,TRDO
"Tl-ultralight Sro,Tl Ultralight Sro",STING S4,TL20,TL20
"Tl-ultralight Sro,Tl Ultralight Sro",STINGSPORT,TL20,TL20
,,,TL20
,,,TL20
,,,TL30
,,,TL30
,,,STRE
,,,TM5
,,,T10
,,,T10
,,,SD4
,,,SD4
,,,TAA1
Tradewind Turbines,B36T,B36T,B36T
,,,B36T
,,,SAH1
,,,C160
,,,PL12
,,,PL12
,,,PL12
,,,PL12
"Travel Air Mfg Co,Travel Air",D-4-D,TVL4,TVL4
"Travel Air Mfg Co,Travel Air",2000,TVLB,TVLB
"Travel Air Mfg Co,Curtiss Wright",TRAVEL AIR 4000,TVL4,TVL4
,,,TVLB
,,,P66P
,,,P136
,,,KIS4
,,,KIS2
*,TR-1,KIS2,KIS2
,,,KIS4
,,,B06T
,,,B06T
,,,TR1
,,,TR1
,,,TU4
,,,TU16
,,,TU95
,,,TU22
,,,T22M
,,,TU95
,,,T134
,,,TU95
,,,T144
,,,T154
,,,T160
,,,T204
,,,T204
,,,T204
,,,T204
,,,T334
,,,PA18
,,,PA18
,,,TD2
,,,TD2
,,,T40
Tusco,NAVI,NAVI,NAVI
,,,KIWI
,,,TFUN
,,,UU12
,,,UU12
,,,PKAN
,,,D11
,,,PKAN
,,,PKAN
,,,UFHT
,,,DAL4
,,,DAL5
,,,ULPA
Blatter Richard A,BLATTER ADVANTAGE,UL10,UL10
,,,UL20
,,,UL10
,,,WILT
,,,WILT
,,,WILT
Ultravia Aero Intl Inc,PELICAN SPORT/A,PELI,PELI
,,,UM18
,,,SF25
,,,SF25
Unc,UH1,UH1,UH1
,,,DON
,,,NA40
,,,NA40
,,,S61
,,,TBEE
"United Consultants,Stol",UC-1,TBEE,TBEE
,,,CABI
,,,UF13
,,UF13,UF13
,,,UF10
,,,UF10
Urban,"UFM-13 LAMBADA,UFM 13 LAMBADA",UF13,UF13
,,,ADEL
,,,UT60
,,,UT65
,,,UT66
,,,UT75
,,,LAST
,,,UT65
,,,UT75
,,,LAST
,,,KIWI
Valentin Gmbh,TAIFUN 17E,TFUN,TFUN
,,,D11
,,,D11
,,,SB35
,,,FOUG
,,,SB35
Valmet,HAWK,HAWK,HAWK
,,,L70
,,,L70
,,,L90
,,,FOUG
,,,L70
,,,PK23
,,,PK23
,,,L90
,,,PK23
,,,PK23
,,,L70
,,,F18H
,,,F18H
,,,VIMA
*,"RV14,RV14A,RV-14,RV-14A",RV14,RV14
*,"RV3,RV-3,VANS RV-3A,VAN'S RV-3,RV-3C,CHUCK'S RV-3C,RV 3,RV-3B,RV-3A,VANS RV-3B,VAN'S RV-3A,VANS RV 3,VANS RV-3,VANS RV-3B,VANS RV3A,VANS TOLLE RV3R,RV 3/A1,RV 3A,RV-3 MODEL 4,RV-3-80,RV-3-A,RV-3-E,RV-3-R,RV-3F,RV-3M,RV3 A,RV3-A,RV3A",RV3,RV3
